x_m,y_m,w_tr_right_m,w_tr_left_m
-2.488940,-11.815275,1.250000,1.250000
-2.588840,-11.818312,1.250000,1.250000
-2.688741,-11.821327,1.250000,1.250000
-2.788644,-11.824287,1.250000,1.250000
-2.888549,-11.827157,1.250000,1.250000
-2.988457,-11.829904,1.250000,1.250000
-3.088370,-11.832495,1.250000,1.250000
-3.188287,-11.834894,1.250000,1.250000
-3.288210,-11.837069,1.250000,1.250000
-3.388138,-11.838983,1.250000,1.250000
-3.488071,-11.840602,1.250000,1.250000
-3.588009,-11.841891,1.250000,1.250000
-3.687951,-11.842813,1.250000,1.250000
-3.787896,-11.843333,1.250000,1.250000
-3.887842,-11.843413,1.250000,1.250000
-3.987787,-11.843016,1.250000,1.250000
-4.087729,-11.842104,1.250000,1.250000
-4.187665,-11.840639,1.250000,1.250000
-4.287590,-11.838582,1.250000,1.250000
-4.387500,-11.835892,1.250000,1.250000
-4.487390,-11.832529,1.250000,1.250000
-4.587253,-11.828452,1.250000,1.250000
-4.687082,-11.823619,1.250000,1.250000
-4.786869,-11.817986,1.250000,1.250000
-4.886606,-11.811512,1.250000,1.250000
-4.986280,-11.804151,1.250000,1.250000
-5.085882,-11.795859,1.250000,1.250000
-5.185397,-11.786590,1.250000,1.250000
-5.284812,-11.776298,1.250000,1.250000
-5.384110,-11.764937,1.250000,1.250000
-5.483275,-11.752460,1.250000,1.250000
-5.582285,-11.738819,1.250000,1.250000
-5.681122,-11.723967,1.250000,1.250000
-5.779760,-11.707855,1.250000,1.250000
-5.878177,-11.690435,1.250000,1.250000
-5.976344,-11.671661,1.250000,1.250000
-6.074232,-11.651485,1.250000,1.250000
-6.171810,-11.629860,1.250000,1.250000
-6.269045,-11.606740,1.250000,1.250000
-6.365901,-11.582080,1.250000,1.250000
-6.462340,-11.555837,1.250000,1.250000
-6.558323,-11.527970,1.250000,1.250000
-6.653806,-11.498439,1.250000,1.250000
-6.748746,-11.467205,1.250000,1.250000
-6.843097,-11.434235,1.250000,1.250000
-6.936811,-11.399497,1.250000,1.250000
-7.029840,-11.362962,1.250000,1.250000
-7.122133,-11.324607,1.250000,1.250000
-7.213639,-11.284409,1.250000,1.250000
-7.304306,-11.242354,1.250000,1.250000
-7.394082,-11.198429,1.250000,1.250000
-7.482915,-11.152627,1.250000,1.250000
-7.570753,-11.104946,1.250000,1.250000
-7.657547,-11.055388,1.250000,1.250000
-7.743247,-11.003963,1.250000,1.250000
-7.827807,-10.950682,1.250000,1.250000
-7.911182,-10.895567,1.250000,1.250000
-7.993356,-10.838676,1.250000,1.250000
-8.074323,-10.780081,1.250000,1.250000
-8.154082,-10.719850,1.250000,1.250000
-8.232630,-10.658049,1.250000,1.250000
-8.309969,-10.594742,1.250000,1.250000
-8.386101,-10.529987,1.250000,1.250000
-8.461027,-10.463841,1.250000,1.250000
-8.534751,-10.396359,1.250000,1.250000
-8.607278,-10.327590,1.250000,1.250000
-8.678611,-10.257585,1.250000,1.250000
-8.748755,-10.186388,1.250000,1.250000
-8.817716,-10.114044,1.250000,1.250000
-8.885497,-10.040594,1.250000,1.250000
-8.952103,-9.966077,1.250000,1.250000
-9.017540,-9.890530,1.250000,1.250000
-9.081811,-9.813990,1.250000,1.250000
-9.144920,-9.736489,1.250000,1.250000
-9.206872,-9.658059,1.250000,1.250000
-9.267669,-9.578731,1.250000,1.250000
-9.327314,-9.498533,1.250000,1.250000
-9.385810,-9.417493,1.250000,1.250000
-9.443158,-9.335637,1.250000,1.250000
-9.499359,-9.252990,1.250000,1.250000
-9.554415,-9.169575,1.250000,1.250000
-9.608325,-9.085415,1.250000,1.250000
-9.661089,-9.000531,1.250000,1.250000
-9.712705,-8.914945,1.250000,1.250000
-9.763170,-8.828675,1.250000,1.250000
-9.812483,-8.741741,1.250000,1.250000
-9.860640,-8.654162,1.250000,1.250000
-9.907635,-8.565954,1.250000,1.250000
